learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course,days_since_last_login_invalid
L-01712,2026-02-13,20.0,1,Diploma,10.3,3.16,2,3,48.7,1.0,Mobile,instagram,scholarship,13.0,Yes,75.8,,1.0,0
L-01597,2026-02-23,24.0,3,Bachelors,8.5,5.08,3,3,26.6,0.0,Desktop,instagram,paid,12.0,0,39.7,,0.0,1
L-00386,2026-05-19,15.0,1,High School,5.9,2.83,8,1,36.1,0.0,Mobile,friend,free,12.0,yes,84.7,duplicate?  check,1.0,1
L-00616,2026-03-19,21.0,2,Other,4.7,3.69,2,1,44.8,0.0,Laptop,instagram,paid,2.0,TRUE,79.1,,1.0,0
L-00807,2026-01-17,26.0,1,High School,7.4,2.12,4,7,76.1,1.0,Laptop,youtube,scholarship,6.0,Y,50.5,,1.0,0
L-00323,2026-06-14,21.0,3,Bachelors,11.8,0.24,5,6,54.1,0.0,Mobile,school_partner,free,12.0,FALSE,,,0.0,1
L-02757,2026-01-20,21.0,2,Bachelors,2.0,1.89,2,5,56.5,1.0,Mobile,friend,paid,12.0,Yes,63.5,,1.0,1
L-00147,2026-01-20,17.0,3,Diploma,8.4,1.73,0,3,2.6,1.0,Laptop,youtube,paid,12.0,FALSE,,called on phone,0.0,1
L-01978,2026-04-27,19.0,2,Unknown,8.9,4.31,5,8,47.5,0.0,Desktop,instagram,free,12.0,0,,duplicate?  check,0.0,1
L-00020,2026-06-26,23.0,2,High School,10.5,2.24,4,0,33.4,1.0,Mobile,ngo_outreach,scholarship,12.0,no,,follow up next intake,0.0,1
L-00475,2026-05-26,24.0,2,Bachelors,9.2,3.38,5,8,50.0,0.0,Mobile,friend,scholarship,4.0,Yes,65.8,-,1.0,0
L-00515,2026-05-05,20.0,3,Bachelors,6.0,5.45,3,4,33.4,0.0,Laptop,instagram,scholarship,20.0,No,35.4,duplicate?  check,0.0,0
L-00125,2026-05-16,18.0,3,High School,6.1,4.51,6,2,99.9,1.0,Laptop,ngo_outreach,free,0.0,yes,74.9,,1.0,0
L-00056,2026-05-13,22.0,1,Other,9.7,0.5,3,1,10.8,1.0,Laptop,school_partner,scholarship,20.0,No,,,0.0,0
L-01733,2026-04-04,21.0,3,Diploma,10.2,4.65,5,3,57.5,0.0,Mobile,youtube,free,11.0,0,39.8,-,0.0,0
L-00836,2026-05-14,17.0,1,Bachelors,9.8,4.01,6,5,45.1,0.0,Desktop,instagram,paid,20.0,yes,68.4,,1.0,0
L-00262,2026-01-21,18.0,1,Bachelors,9.2,4.24,7,6,77.7,1.0,Desktop,instagram,free,7.0,Yes,78.0,,1.0,0
L-02283,2026-05-16,26.0,2,Bachelors,9.8,1.91,0,1,45.5,1.0,Mobile,friend,free,12.0,No,51.6,asked about certificate,0.0,1
L-01254,2026-01-04,21.0,1,Unknown,7.2,2.37,0,1,44.6,0.0,Mobile,school_partner,scholarship,12.0,0,34.7,,0.0,1
L-02659,2026-01-28,25.0,3,Diploma,3.1,2.87,0,3,83.3,0.0,Mobile,school_partner,scholarship,3.0,FALSE,,asked about certificate,0.0,0
L-01104,2026-04-10,25.0,1,Bachelors,2.1,1.4,3,1,49.0,0.0,Mobile,school_partner,scholarship,19.0,No,,,0.0,0
L-01638,2026-02-21,21.0,3,Bachelors,7.6,3.74,3,2,28.1,0.0,Laptop,friend,scholarship,3.0,FALSE,,,0.0,0
L-02770,2026-02-11,23.0,3,Diploma,7.2,3.6,4,5,100.0,0.0,Mobile,instagram,free,12.0,N,,follow up next intake,0.0,1
L-01427,2026-04-06,19.0,3,Bachelors,3.1,4.75,8,8,63.0,0.0,Mobile,youtube,scholarship,7.0,Yes,81.1,,1.0,0
L-02619,2026-05-27,21.0,1,Bachelors,9.4,4.82,6,2,53.0,0.0,Desktop,school_partner,paid,14.0,1,72.7,asked about certificate,1.0,0
L-00468,2026-03-23,24.0,1,Diploma,7.5,1.95,8,4,72.2,1.0,Mobile,instagram,scholarship,21.0,FALSE,,requested extension,0.0,0
L-01759,2026-06-28,15.0,2,High School,10.4,2.74,7,10,67.6,0.0,Laptop,school_partner,free,10.0,no,,,0.0,0
L-02336,2026-01-19,19.0,2,Bachelors,5.7,3.86,3,4,39.1,0.0,Desktop,youtube,free,12.0,yes,94.8,follow up next intake,1.0,1
L-02743,2026-06-07,25.0,1,Bachelors,14.4,3.67,5,5,70.1,0.0,Laptop,youtube,paid,18.0,1,78.9,-,1.0,0
L-01950,2026-01-07,25.0,1,High School,5.7,1.05,6,3,20.7,0.0,Mobile,ngo_outreach,paid,21.0,1,72.8,-,1.0,0
L-00204,2026-04-04,16.0,2,Bachelors,3.3,3.23,4,2,17.5,0.0,Laptop,school_partner,scholarship,12.0,TRUE,76.3,,1.0,1
L-00986,2026-06-15,24.0,3,Bachelors,7.1,0.56,0,5,31.7,1.0,Desktop,friend,paid,12.0,FALSE,,follow up next intake,0.0,1
L-01378,2026-02-22,25.0,2,Masters,2.8,3.13,4,3,0.0,0.0,Mobile,instagram,paid,14.0,1,78.9,,1.0,0
L-00749,2026-06-13,17.0,2,Bachelors,8.5,1.96,1,0,22.8,1.0,Desktop,school_partner,paid,12.0,N,,requested extension,0.0,1
L-01479,2026-04-06,22.0,3,High School,10.2,5.12,7,0,56.7,0.0,Laptop,other,paid,0.0,yes,67.1,called on phone,1.0,0
L-02207,2026-04-26,21.0,2,Bachelors,10.0,0.0,4,0,4.1,0.0,Mobile,youtube,free,12.0,0,,,0.0,1
L-01866,2026-03-08,21.0,1,High School,5.0,4.51,0,1,30.3,1.0,Mobile,instagram,paid,11.0,1,74.1,duplicate?  check,1.0,0
L-01439,2026-06-28,21.0,1,Diploma,5.1,1.66,3,2,66.7,0.0,Tablet,instagram,scholarship,18.0,Yes,79.9,follow up next intake,1.0,0
L-00263,2026-04-11,27.0,1,Masters,1.0,3.39,4,2,53.7,1.0,Mobile,youtube,free,21.0,Yes,80.3,,1.0,0
L-02052,2026-03-09,20.0,3,High School,6.1,2.87,2,5,54.2,0.0,Mobile,friend,free,21.0,0,,duplicate?  check,0.0,0
L-01606,2026-04-16,24.0,1,Bachelors,9.4,3.22,5,5,51.4,-1.0,Mobile,school_partner,free,18.0,N,66.2,asked about certificate,1.0,0
L-01861,2026-03-25,20.0,3,Bachelors,6.5,2.95,6,0,68.3,0.0,Mobile,friend,paid,6.0,Y,82.3,duplicate?  check,1.0,0
L-00090,2026-05-20,21.0,2,High School,7.1,4.19,5,5,46.4,0.0,Mobile,instagram,scholarship,6.0,Y,76.2,,1.0,0
L-02211,2026-02-23,25.0,3,Bachelors,3.5,2.4,4,0,15.5,1.0,Laptop,school_partner,scholarship,11.0,TRUE,87.1,,1.0,0
L-01252,2026-03-05,26.0,1,Masters,10.1,2.76,5,4,74.7,0.0,Mobile,school_partner,free,10.0,FALSE,,duplicate?  check,0.0,0
L-01105,2026-02-18,20.0,2,Bachelors,4.2,2.77,9,0,86.6,0.0,Mobile,school_partner,free,19.0,TRUE,83.8,,1.0,0
L-01173,2026-02-27,23.0,Unknown,Diploma,6.0,1.4,0,1,31.2,1.0,Laptop,instagram,scholarship,17.0,No,,asked about certificate,0.0,0
L-00443,2026-01-28,17.0,2,Unknown,2.8,4.39,1,1,60.9,0.0,Mobile,youtube,paid,12.0,FALSE,,asked about certificate,0.0,1
L-00503,2026-06-07,21.0,1,High School,7.2,6.34,9,1,76.3,0.0,Mobile,ngo_outreach,paid,19.0,1,82.2,asked about certificate,1.0,0
L-01411,2026-03-20,28.0,2,Diploma,5.0,4.81,5,0,73.1,0.0,Desktop,ngo_outreach,free,12.0,yes,78.4,,1.0,1
L-00146,2026-04-28,17.0,2,Bachelors,3.4,0.58,5,6,34.9,1.0,Mobile,school_partner,free,5.0,0,,follow up next intake,0.0,0
L-02192,2026-05-02,22.0,3,Masters,12.5,1.0,4,1,16.9,1.0,Mobile,youtube,free,0.0,FALSE,,asked about certificate,0.0,0
L-00706,2026-02-23,20.0,1,High School,5.2,2.52,9,3,73.5,1.0,Mobile,instagram,scholarship,7.0,Y,74.2,called on phone,1.0,0
L-02250,2026-05-02,21.0,3,High School,5.2,3.54,4,2,25.8,1.0,Laptop,friend,paid,3.0,TRUE,78.3,duplicate?  check,1.0,0
L-02503,2026-06-11,22.0,2,Masters,3.6,3.16,0,6,51.9,0.0,Mobile,youtube,free,12.0,FALSE,,,0.0,1
L-01128,2026-02-14,21.0,3,Masters,8.0,3.42,4,3,81.1,0.0,Laptop,school_partner,free,2.0,1,63.7,,1.0,0
L-01434,2026-03-25,20.0,2,High School,7.7,2.71,5,1,47.2,0.0,Mobile,instagram,paid,19.0,no,,,0.0,0
L-01854,2026-01-02,17.0,3,High School,4.8,1.5,2,5,39.9,1.0,Mobile,youtube,scholarship,16.0,Y,87.8,,1.0,0
L-01243,2026-02-06,22.0,1,Diploma,9.0,2.12,2,4,64.2,0.0,Laptop,instagram,paid,12.0,No,,,0.0,1
L-02096,2026-02-19,19.0,2,Bachelors,3.1,1.4,1,0,45.5,0.0,Desktop,instagram,paid,21.0,yes,,follow up next intake,0.0,0
L-01647,2026-02-17,19.0,2,Diploma,4.4,5.21,2,2,5.4,1.0,Mobile,friend,scholarship,17.0,0,,,0.0,0
L-00769,2026-04-02,26.0,1,Bachelors,8.6,2.72,4,2,49.1,0.0,Tablet,school_partner,scholarship,2.0,yes,88.5,asked about certificate,1.0,0
L-00797,2026-03-01,26.0,Unknown,High School,8.4,2.35,2,4,29.1,0.0,Mobile,youtube,free,12.0,0,,,0.0,1
L-00556,2026-01-02,21.0,2,High School,5.2,4.76,0,1,24.0,1.0,Mobile,school_partner,free,11.0,no,,,0.0,0
L-00453,2026-02-13,21.0,3,High School,12.9,4.93,7,2,70.3,0.0,Mobile,youtube,paid,2.0,1,81.6,,1.0,0
L-00558,2026-04-19,22.0,1,Bachelors,8.3,4.66,8,9,93.4,1.0,Mobile,school_partner,free,20.0,no,,requested extension,0.0,0
L-01926,2026-04-07,28.0,2,Bachelors,9.8,4.43,2,2,50.0,1.0,Mobile,friend,free,8.0,0,,,0.0,0
L-02083,2026-05-18,28.0,3,Bachelors,6.7,2.04,4,3,70.4,0.0,Mobile,youtube,free,12.0,FALSE,,-,0.0,1
L-02600,2026-01-27,26.0,3,Bachelors,5.5,4.71,4,4,42.6,0.0,Desktop,youtube,scholarship,4.0,FALSE,,,0.0,0
L-02637,2026-04-02,21.0,3,Bachelors,1.0,0.07,0,1,0.0,-1.0,Mobile,friend,paid,12.0,FALSE,,requested extension,0.0,1
L-00789,2026-02-07,27.0,3,Diploma,11.9,1.99,4,1,45.5,0.0,Tablet,ngo_outreach,scholarship,20.0,yes,100.0,called on phone,1.0,0
L-01251,2026-02-04,24.0,1,Diploma,1.5,0.65,3,4,70.3,1.0,Mobile,instagram,paid,19.0,N,,called on phone,0.0,0
L-01843,2026-02-15,21.0,2,Bachelors,8.1,2.45,4,8,26.8,0.0,Mobile,school_partner,free,5.0,N,,,0.0,0
L-01404,2026-02-18,16.0,1,Unknown,11.9,5.22,6,4,23.6,0.0,Desktop,instagram,free,10.0,no,37.8,-,0.0,0
L-01112,2026-03-06,22.0,3,High School,5.1,1.21,6,4,48.3,1.0,Mobile,ngo_outreach,paid,12.0,0,,,0.0,1
L-02597,2026-02-22,15.0,2,Diploma,11.5,3.13,4,3,45.5,1.0,Laptop,ngo_outreach,scholarship,3.0,Yes,90.9,,1.0,0
L-01836,2026-02-04,24.0,1,Bachelors,9.3,5.04,10,6,72.6,1.0,Mobile,friend,paid,12.0,yes,83.7,,1.0,0
L-01996,2026-05-19,25.0,1,Bachelors,12.0,1.67,0,3,43.2,1.0,Desktop,instagram,free,20.0,no,,asked about certificate,0.0,0
L-01555,2026-06-14,24.0,1,High School,1.7,0.0,1,4,23.2,0.0,Mobile,youtube,free,12.0,0,,,0.0,1
L-01210,2026-06-26,28.0,2,Bachelors,3.2,2.73,1,0,30.1,0.0,Mobile,instagram,scholarship,12.0,no,,,0.0,1
L-02153,2026-06-17,19.0,1,Unknown,5.1,2.62,3,1,49.2,0.0,Laptop,friend,free,7.0,1,75.7,-,1.0,0
L-02421,2026-03-23,26.0,1,Masters,6.1,2.42,6,2,42.5,1.0,Mobile,instagram,paid,21.0,FALSE,,,0.0,0
L-00259,2026-02-25,28.0,2,Bachelors,6.0,1.61,4,2,16.9,1.0,Mobile,instagram,free,12.0,N,61.3,-,0.0,1
L-00041,2026-01-09,19.0,1,High School,4.6,2.74,1,4,34.3,0.0,Mobile,instagram,scholarship,16.0,N,,,0.0,0
L-02310,2026-04-25,23.0,2,High School,5.2,3.16,8,7,63.7,0.0,Laptop,ngo_outreach,paid,12.0,yes,79.7,requested extension,1.0,1
L-00852,2026-03-04,21.0,3,High School,1.5,0.43,3,3,46.4,0.0,Laptop,instagram,free,12.0,0,23.9,,0.0,1
L-00567,2026-02-21,15.0,2,Masters,3.0,4.26,4,4,100.0,1.0,Mobile,ngo_outreach,paid,13.0,yes,,,0.0,0
L-02242,2026-03-12,21.0,2,Diploma,12.0,4.18,4,2,37.2,1.0,Mobile,instagram,scholarship,12.0,TRUE,81.2,,1.0,1
L-00645,2026-06-06,26.0,1,Bachelors,7.1,2.25,2,1,23.7,0.0,Tablet,friend,free,17.0,FALSE,,requested extension,0.0,0
L-01614,2026-05-19,18.0,Unknown,Diploma,5.1,3.57,0,7,40.8,0.0,Mobile,instagram,scholarship,17.0,FALSE,,called on phone,0.0,0
L-00555,2026-05-04,27.0,Unknown,Diploma,4.4,4.35,8,5,69.5,0.0,Mobile,youtube,paid,3.0,TRUE,65.1,,1.0,0
L-00628,2026-03-20,20.0,3,Diploma,9.4,3.23,5,1,46.5,0.0,Laptop,instagram,scholarship,2.0,0,,duplicate?  check,0.0,0
L-00348,2026-03-02,22.0,2,Bachelors,5.9,3.42,4,6,78.8,0.0,Desktop,friend,free,4.0,TRUE,85.6,duplicate?  check,1.0,0
L-02317,2026-05-01,23.0,2,Bachelors,7.5,6.0,5,4,53.5,1.0,Laptop,instagram,free,12.0,TRUE,68.0,requested extension,1.0,1
L-01006,2026-04-22,20.0,3,High School,11.6,3.16,3,3,69.0,1.0,Laptop,friend,scholarship,12.0,0,,called on phone,0.0,1
L-02036,2026-06-26,21.0,1,Bachelors,1.0,4.52,5,3,100.0,0.0,Tablet,school_partner,paid,20.0,no,43.2,,0.0,0
L-01239,2026-02-22,17.0,1,Masters,11.8,3.45,4,4,92.7,0.0,Mobile,school_partner,free,2.0,N,,-,0.0,0
L-00759,2026-06-04,18.0,1,Bachelors,7.1,0.35,0,4,34.1,0.0,Mobile,instagram,scholarship,12.0,FALSE,,asked about certificate,0.0,1
L-02058,2026-03-17,24.0,2,Bachelors,1.0,1.73,0,1,19.2,0.0,Mobile,instagram,free,12.0,FALSE,,asked about certificate,0.0,1
L-02379,2026-06-07,26.0,1,Masters,1.0,1.24,0,1,0.0,1.0,Mobile,friend,scholarship,19.0,0,,,0.0,0
L-01090,2026-01-06,19.0,2,Diploma,2.0,1.39,4,4,21.7,0.0,Mobile,youtube,scholarship,10.0,0,,follow up next intake,0.0,0
L-00068,2026-03-12,22.0,1,Bachelors,5.0,4.05,9,6,91.7,0.0,Tablet,youtube,scholarship,14.0,Y,83.3,follow up next intake,1.0,0
L-01276,2026-03-25,21.0,2,High School,7.1,2.02,2,2,38.2,0.0,Tablet,friend,free,12.0,FALSE,,duplicate?  check,0.0,1
L-01492,2026-01-02,19.0,1,Masters,3.7,3.96,6,2,26.2,0.0,Laptop,instagram,scholarship,12.0,TRUE,71.7,follow up next intake,1.0,1
L-01837,2026-03-24,29.0,1,High School,2.4,4.09,4,3,1.1,1.0,Laptop,youtube,scholarship,14.0,N,,called on phone,0.0,0
L-02777,2026-04-07,17.0,1,Diploma,7.2,2.23,6,3,26.2,0.0,Laptop,youtube,paid,9.0,TRUE,92.4,,1.0,0
L-00417,2026-05-25,21.0,3,Diploma,7.2,2.26,0,3,22.3,0.0,Mobile,friend,paid,12.0,FALSE,,,0.0,1
L-01363,2026-04-25,24.0,3,Diploma,1.0,0.0,0,4,4.3,-1.0,Mobile,youtube,free,12.0,FALSE,,,0.0,1
L-00569,2026-05-08,20.0,2,Other,10.9,0.58,7,2,68.0,1.0,Mobile,instagram,paid,12.0,Y,81.7,,1.0,1
L-00008,2026-02-01,17.0,1,Masters,6.3,6.1,8,1,59.4,1.0,Mobile,ngo_outreach,scholarship,12.0,TRUE,76.8,asked about certificate,1.0,1
L-01862,2026-05-06,25.0,3,Bachelors,7.1,2.06,1,0,45.5,0.0,Mobile,school_partner,scholarship,12.0,FALSE,,,0.0,1
L-00742,2026-06-18,25.0,3,Diploma,9.1,0.73,5,2,42.8,0.0,Mobile,friend,free,12.0,N,,,0.0,1
L-00231,2026-04-27,15.0,2,Unknown,6.7,3.61,4,2,56.5,1.0,Mobile,youtube,scholarship,12.0,0,,,0.0,1
L-00292,2026-03-18,16.0,2,Unknown,8.4,2.81,0,1,33.9,0.0,Laptop,youtube,paid,12.0,No,,requested extension,0.0,1
L-00124,2026-06-03,21.0,2,Diploma,3.8,2.06,1,0,64.9,1.0,Mobile,instagram,free,11.0,No,,called on phone,0.0,0
L-02612,2026-05-14,21.0,1,Diploma,7.5,4.22,3,1,39.2,1.0,Tablet,ngo_outreach,free,14.0,N,,asked about certificate,0.0,0
L-00995,2026-04-01,21.0,1,High School,5.8,3.92,3,3,71.3,1.0,Tablet,instagram,scholarship,6.0,FALSE,,,0.0,0
L-00599,2026-01-23,21.0,1,Bachelors,9.6,3.89,6,4,64.7,0.0,Mobile,ngo_outreach,scholarship,12.0,TRUE,64.3,duplicate?  check,1.0,1
L-00597,2026-06-14,24.0,2,Diploma,6.5,1.33,0,3,56.4,1.0,Laptop,instagram,free,14.0,FALSE,,,0.0,0
L-00060,2026-01-12,21.0,1,Diploma,8.2,2.15,4,2,32.9,0.0,Desktop,school_partner,paid,12.0,FALSE,45.0,,0.0,1
L-00881,2026-06-15,18.0,2,Bachelors,1.9,0.37,2,4,0.4,0.0,Laptop,instagram,scholarship,12.0,FALSE,,,0.0,1
L-02449,2026-01-01,26.0,1,Bachelors,6.7,1.68,1,4,66.7,1.0,Mobile,instagram,scholarship,12.0,No,,,0.0,1
L-01649,2026-02-05,28.0,1,Bachelors,10.6,4.21,4,2,57.0,1.0,Laptop,friend,free,5.0,no,,requested extension,0.0,0
L-01769,2026-06-09,26.0,2,Diploma,6.4,3.4,8,3,64.2,0.0,Mobile,friend,scholarship,12.0,1,83.5,,1.0,1
L-00961,2026-04-16,16.0,2,High School,12.0,3.84,4,4,36.0,1.0,Mobile,instagram,scholarship,12.0,Y,61.6,asked about certificate,1.0,1
L-02668,2026-04-06,25.0,2,Diploma,9.7,4.44,3,0,69.0,0.0,Laptop,other,free,8.0,Yes,78.2,,1.0,0
L-01939,2026-06-25,15.0,1,Unknown,4.4,3.13,8,7,39.4,0.0,Laptop,instagram,free,9.0,No,,duplicate?  check,0.0,0
L-01567,2026-06-23,21.0,1,Masters,5.3,1.03,4,5,59.3,1.0,Desktop,instagram,scholarship,21.0,Yes,77.1,,1.0,0
L-00217,2026-03-26,20.0,1,Masters,11.6,2.73,0,1,25.6,0.0,Laptop,other,free,19.0,N,,,0.0,0
L-00642,2026-02-12,16.0,Unknown,Bachelors,3.0,2.1,4,5,16.8,1.0,Laptop,instagram,scholarship,12.0,No,50.7,duplicate?  check,0.0,1
L-02103,2026-06-18,21.0,3,Diploma,5.0,2.63,3,0,46.3,1.0,Laptop,instagram,free,11.0,N,,called on phone,0.0,0
L-02453,2026-02-12,21.0,3,Bachelors,5.6,2.06,0,2,54.2,1.0,Mobile,school_partner,free,12.0,N,,,0.0,1
L-02066,2026-03-16,20.0,1,Other,7.6,3.39,2,1,32.1,0.0,Tablet,school_partner,scholarship,12.0,0,,,0.0,1
L-02499,2026-06-09,17.0,1,Other,8.7,4.76,4,5,61.1,0.0,Mobile,instagram,paid,4.0,1,82.5,duplicate?  check,1.0,0
L-00576,2026-04-08,16.0,3,Masters,3.6,2.32,1,0,38.1,0.0,Laptop,school_partner,free,12.0,N,,,0.0,1
L-01399,2026-03-15,27.0,2,High School,6.4,3.13,0,3,18.9,0.0,Mobile,school_partner,free,19.0,N,,follow up next intake,0.0,0
L-02298,2026-01-19,23.0,1,Diploma,8.5,3.69,2,0,50.7,0.0,Laptop,friend,paid,4.0,yes,82.9,,1.0,0
L-01424,2026-03-26,28.0,1,Bachelors,8.2,2.78,4,3,66.2,1.0,Laptop,friend,scholarship,12.0,0,52.2,,0.0,1
L-00404,2026-05-06,21.0,3,Other,9.4,3.89,3,2,80.5,0.0,Mobile,instagram,scholarship,3.0,1,83.3,asked about certificate,1.0,0
L-00436,2026-06-16,16.0,1,Bachelors,7.1,0.0,4,4,42.2,1.0,Laptop,youtube,scholarship,4.0,0,,,0.0,0
L-01751,2026-02-15,20.0,2,Bachelors,3.9,1.65,0,1,0.0,0.0,Laptop,youtube,paid,12.0,0,,called on phone,0.0,1
L-02365,2026-02-09,20.0,1,High School,1.0,1.86,2,0,37.8,0.0,Tablet,school_partner,free,20.0,N,53.9,follow up next intake,0.0,0
L-00548,2026-06-24,23.0,2,Other,4.3,2.95,6,3,71.9,0.0,Mobile,instagram,free,3.0,yes,80.4,asked about certificate,1.0,0
L-00719,2026-04-24,21.0,1,Other,6.4,4.56,5,12,60.0,0.0,Mobile,instagram,scholarship,7.0,No,,requested extension,0.0,0
L-00062,2026-04-24,15.0,2,Other,8.0,3.61,2,5,37.7,0.0,Mobile,instagram,scholarship,21.0,FALSE,,duplicate?  check,0.0,0
L-01816,2026-06-13,19.0,2,Bachelors,5.3,2.69,4,4,45.4,0.0,Laptop,youtube,free,8.0,TRUE,87.3,,1.0,0
L-00886,2026-05-07,16.0,2,Masters,8.2,0.63,2,2,22.2,0.0,Mobile,instagram,free,12.0,FALSE,,,0.0,1
L-02079,2026-04-27,24.0,2,Other,13.4,4.31,7,3,45.5,0.0,Desktop,ngo_outreach,paid,12.0,N,,requested extension,0.0,0
L-01317,2026-05-20,20.0,2,Bachelors,8.3,4.4,5,3,72.6,1.0,Laptop,school_partner,free,3.0,Y,80.3,,1.0,0
L-01275,2026-02-12,23.0,1,High School,6.7,2.7,1,5,81.1,0.0,Tablet,instagram,free,16.0,FALSE,,requested extension,0.0,0
L-00128,2026-03-24,22.0,2,Diploma,10.9,2.78,3,4,45.5,0.0,Desktop,friend,paid,7.0,No,,,0.0,0
L-00053,2026-04-24,15.0,1,Diploma,6.6,1.7,0,2,100.0,0.0,Mobile,school_partner,free,12.0,0,,,0.0,1
L-00910,2026-05-09,20.0,2,Other,9.8,5.21,6,3,54.7,1.0,Mobile,instagram,free,3.0,TRUE,61.1,,1.0,0
L-01256,2026-01-01,15.0,2,Bachelors,6.0,2.11,4,6,17.8,1.0,Laptop,school_partner,scholarship,12.0,1,81.8,,1.0,1
L-00587,2026-05-21,26.0,1,Unknown,4.8,3.17,4,1,41.0,0.0,Mobile,instagram,free,15.0,no,,,0.0,0
L-01723,2026-03-01,25.0,1,High School,5.7,4.52,3,1,40.1,0.0,Laptop,instagram,free,17.0,N,,duplicate?  check,0.0,0
L-00664,2026-06-18,19.0,2,Bachelors,9.7,3.38,6,1,88.2,1.0,Laptop,school_partner,scholarship,17.0,TRUE,94.9,duplicate?  check,1.0,0
L-02559,2026-02-07,20.0,1,Bachelors,6.7,3.11,2,3,50.7,0.0,Mobile,instagram,free,12.0,FALSE,,,0.0,1
L-02656,2026-04-16,20.0,2,Masters,2.4,1.89,0,1,70.9,0.0,Mobile,youtube,free,21.0,No,,,0.0,0
L-01060,2026-01-20,15.0,3,High School,9.5,2.48,7,7,24.0,0.0,Mobile,friend,free,12.0,FALSE,,,0.0,1
L-00432,2026-05-09,21.0,1,High School,2.8,0.41,3,0,65.0,1.0,Mobile,friend,free,17.0,0,,,0.0,0
L-01881,2026-01-17,22.0,3,Diploma,10.0,5.64,8,6,48.9,1.0,Mobile,ngo_outreach,free,14.0,yes,86.6,follow up next intake,1.0,0
L-01114,2026-06-27,21.0,2,High School,5.3,4.28,3,5,29.1,0.0,Mobile,ngo_outreach,free,13.0,0,,-,0.0,0
L-01920,2026-06-20,23.0,3,High School,6.6,2.37,4,1,36.9,0.0,Laptop,other,free,2.0,no,,,0.0,0
L-01425,2026-01-24,22.0,3,High School,7.2,3.13,2,2,0.0,0.0,Mobile,friend,paid,12.0,0,58.8,,0.0,1
L-01327,2026-03-09,21.0,2,Bachelors,5.4,3.14,5,2,11.8,1.0,Laptop,instagram,scholarship,7.0,No,34.9,requested extension,0.0,0
L-01907,2026-03-10,17.0,2,Bachelors,7.7,3.96,1,0,2.9,0.0,Mobile,ngo_outreach,paid,12.0,FALSE,,duplicate?  check,0.0,0
L-01706,2026-02-03,16.0,3,Diploma,6.9,4.64,3,3,34.3,1.0,Tablet,youtube,free,8.0,No,,asked about certificate,0.0,0
L-02451,2026-04-22,15.0,1,Unknown,8.6,1.8,3,0,50.0,1.0,Mobile,ngo_outreach,paid,4.0,No,51.4,duplicate?  check,0.0,0
L-00342,2026-01-20,20.0,3,Diploma,6.3,3.23,4,0,15.7,0.0,Mobile,instagram,free,13.0,no,,,0.0,0
L-01876,2026-03-20,27.0,3,High School,8.3,2.85,5,2,66.8,0.0,Laptop,other,scholarship,12.0,No,38.1,called on phone,0.0,1
L-00701,2026-02-04,17.0,3,Bachelors,6.2,0.48,0,5,100.0,0.0,Mobile,friend,free,18.0,No,,called on phone,0.0,0
L-00883,2026-06-08,24.0,1,Masters,6.6,2.79,6,2,52.0,0.0,Laptop,school_partner,scholarship,12.0,N,,,0.0,1
L-02164,2026-05-11,23.0,1,Bachelors,16.2,4.79,7,1,29.4,0.0,Mobile,youtube,scholarship,5.0,Yes,79.1,-,1.0,0
L-01561,2026-01-17,16.0,1,High School,2.6,0.22,2,3,26.5,1.0,Laptop,youtube,scholarship,5.0,N,,called on phone,0.0,0
L-01556,2026-04-10,28.0,Unknown,High School,11.1,0.4,1,1,68.0,1.0,Mobile,school_partner,free,20.0,N,,,0.0,0
L-01925,2026-05-20,19.0,3,Bachelors,6.4,2.69,3,11,74.0,0.0,Mobile,youtube,free,10.0,N,,follow up next intake,0.0,0
L-02496,2026-02-28,15.0,Unknown,High School,11.6,1.33,0,3,12.0,0.0,Laptop,ngo_outreach,scholarship,12.0,0,,requested extension,0.0,1
L-00178,2026-01-15,25.0,1,Bachelors,5.8,3.86,2,4,45.5,0.0,Laptop,youtube,scholarship,2.0,no,,asked about certificate,0.0,0
L-01753,2026-02-20,22.0,1,Bachelors,7.1,1.61,1,2,100.0,1.0,Laptop,school_partner,free,12.0,FALSE,,asked about certificate,0.0,1
L-00679,2026-06-23,23.0,2,High School,6.4,2.9,6,5,44.6,0.0,Desktop,ngo_outreach,free,18.0,N,,-,0.0,0
L-01443,2026-05-17,15.0,3,Bachelors,7.6,2.98,5,3,44.9,0.0,Laptop,youtube,scholarship,10.0,yes,75.8,requested extension,1.0,0
L-02334,2026-04-17,15.0,2,Diploma,9.4,3.36,3,10,5.8,1.0,Mobile,youtube,free,12.0,0,38.8,,0.0,1
L-00857,2026-05-22,36.0,2,Bachelors,6.1,0.0,0,5,0.0,1.0,Laptop,youtube,free,12.0,1,,-,0.0,1
L-00449,2026-01-20,24.0,1,Diploma,3.0,4.24,7,4,45.5,0.0,Laptop,instagram,free,14.0,Yes,80.4,duplicate?  check,1.0,0
L-01974,2026-04-02,21.0,2,Bachelors,9.9,3.62,0,2,0.3,0.0,Mobile,instagram,paid,2.0,no,36.6,,0.0,0
